
2024/08/16 (20:35:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/17 (14:12:49) | ===> btop++ v.1.3.2
2024/08/17 (14:12:49) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/17 (21:07:49) | ===> btop++ v.1.3.2
2024/08/17 (21:07:49) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/17 (22:09:22) | ===> btop++ v.1.3.2
2024/08/17 (22:09:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/18 (09:23:15) | ===> btop++ v.1.3.2
2024/08/18 (09:23:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/18 (16:29:54) | ===> btop++ v.1.3.2
2024/08/18 (16:29:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (07:33:13) | ===> btop++ v.1.3.2
2024/08/19 (07:33:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (07:35:10) | ===> btop++ v.1.3.2
2024/08/19 (07:35:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (07:35:36) | ===> btop++ v.1.3.2
2024/08/19 (07:35:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (07:35:55) | ===> btop++ v.1.3.2
2024/08/19 (07:35:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (09:01:54) | ===> btop++ v.1.3.2
2024/08/19 (09:01:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (09:04:08) | ===> btop++ v.1.3.2
2024/08/19 (09:04:08) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (09:15:40) | ===> btop++ v.1.3.2
2024/08/19 (09:15:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (09:18:50) | ===> btop++ v.1.3.2
2024/08/19 (09:18:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (11:02:36) | ===> btop++ v.1.3.2
2024/08/19 (11:02:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/19 (11:03:04) | ERROR: Stall in Runner thread, restarting!
2024/08/19 (11:03:10) | ERROR: Stall in Runner thread, restarting!

2024/08/19 (11:06:22) | ===> btop++ v.1.3.2
2024/08/19 (11:06:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (11:12:50) | ===> btop++ v.1.3.2
2024/08/19 (11:12:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (11:15:29) | ===> btop++ v.1.3.2
2024/08/19 (11:15:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (14:23:41) | ===> btop++ v.1.3.2
2024/08/19 (14:23:41) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (14:33:37) | ===> btop++ v.1.3.2
2024/08/19 (14:33:37) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (14:33:57) | ===> btop++ v.1.3.2
2024/08/19 (14:33:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (14:53:49) | ===> btop++ v.1.3.2
2024/08/19 (14:53:49) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (15:01:19) | ===> btop++ v.1.3.2
2024/08/19 (15:01:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (15:04:32) | ===> btop++ v.1.3.2
2024/08/19 (15:04:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (15:05:05) | ===> btop++ v.1.3.2
2024/08/19 (15:05:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (15:05:34) | ===> btop++ v.1.3.2
2024/08/19 (15:05:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (15:31:34) | ===> btop++ v.1.3.2
2024/08/19 (15:31:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (15:32:47) | ===> btop++ v.1.3.2
2024/08/19 (15:32:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (15:52:10) | ===> btop++ v.1.3.2
2024/08/19 (15:52:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (16:19:15) | ===> btop++ v.1.3.2
2024/08/19 (16:19:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (16:28:13) | ===> btop++ v.1.3.2
2024/08/19 (16:28:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (17:57:15) | ===> btop++ v.1.3.2
2024/08/19 (17:57:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (17:59:00) | ===> btop++ v.1.3.2
2024/08/19 (17:59:00) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (18:00:07) | ===> btop++ v.1.3.2
2024/08/19 (18:00:07) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (19:37:32) | ===> btop++ v.1.3.2
2024/08/19 (19:37:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (19:46:17) | ===> btop++ v.1.3.2
2024/08/19 (19:46:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (20:05:12) | ===> btop++ v.1.3.2
2024/08/19 (20:05:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (21:40:18) | ===> btop++ v.1.3.2
2024/08/19 (21:40:18) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/19 (22:26:35) | ===> btop++ v.1.3.2
2024/08/19 (22:26:35) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (09:20:48) | ===> btop++ v.1.3.2
2024/08/20 (09:20:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (09:22:58) | ===> btop++ v.1.3.2
2024/08/20 (09:22:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (15:53:54) | ===> btop++ v.1.3.2
2024/08/20 (15:53:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (15:59:38) | ===> btop++ v.1.3.2
2024/08/20 (15:59:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (17:35:38) | ===> btop++ v.1.3.2
2024/08/20 (17:35:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/21 (08:35:48) | ===> btop++ v.1.3.2
2024/08/21 (08:35:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/21 (08:37:10) | ===> btop++ v.1.3.2
2024/08/21 (08:37:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/21 (14:57:14) | ===> btop++ v.1.3.2
2024/08/21 (14:57:14) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/21 (14:57:44) | ===> btop++ v.1.3.2
2024/08/21 (14:57:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/21 (21:04:57) | ===> btop++ v.1.3.2
2024/08/21 (21:04:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (08:04:39) | ===> btop++ v.1.3.2
2024/08/22 (08:04:39) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (08:10:21) | ===> btop++ v.1.3.2
2024/08/22 (08:10:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (09:29:40) | ===> btop++ v.1.3.2
2024/08/22 (09:29:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (10:23:58) | ===> btop++ v.1.3.2
2024/08/22 (10:23:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (14:59:19) | ===> btop++ v.1.3.2
2024/08/22 (14:59:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (16:51:06) | ===> btop++ v.1.3.2
2024/08/22 (16:51:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (21:07:56) | ===> btop++ v.1.3.2
2024/08/22 (21:07:56) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (22:00:32) | ===> btop++ v.1.3.2
2024/08/22 (22:00:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (07:57:44) | ===> btop++ v.1.3.2
2024/08/23 (07:57:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (08:53:21) | ===> btop++ v.1.3.2
2024/08/23 (08:53:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (08:57:45) | ===> btop++ v.1.3.2
2024/08/23 (08:57:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (09:02:46) | ===> btop++ v.1.3.2
2024/08/23 (09:02:46) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (10:45:38) | ===> btop++ v.1.3.2
2024/08/23 (10:45:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (15:40:30) | ===> btop++ v.1.3.2
2024/08/23 (15:40:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (16:35:30) | ===> btop++ v.1.3.2
2024/08/23 (16:35:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (16:39:06) | ===> btop++ v.1.3.2
2024/08/23 (16:39:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (16:51:16) | ===> btop++ v.1.3.2
2024/08/23 (16:51:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (17:20:38) | ===> btop++ v.1.3.2
2024/08/23 (17:20:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (17:34:58) | ===> btop++ v.1.3.2
2024/08/23 (17:34:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (21:04:33) | ===> btop++ v.1.3.2
2024/08/23 (21:04:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (21:14:28) | ===> btop++ v.1.3.2
2024/08/23 (21:14:28) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/23 (22:00:25) | ===> btop++ v.1.3.2
2024/08/23 (22:00:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/24 (07:30:55) | ===> btop++ v.1.3.2
2024/08/24 (07:30:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/24 (07:49:12) | ===> btop++ v.1.3.2
2024/08/24 (07:49:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/24 (09:28:16) | ===> btop++ v.1.3.2
2024/08/24 (09:28:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/24 (09:37:03) | ===> btop++ v.1.3.2
2024/08/24 (09:37:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/25 (09:32:45) | ===> btop++ v.1.3.2
2024/08/25 (09:32:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/25 (10:34:36) | ===> btop++ v.1.3.2
2024/08/25 (10:34:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/26 (14:55:14) | ===> btop++ v.1.3.2
2024/08/26 (14:55:14) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/26 (16:13:44) | ===> btop++ v.1.3.2
2024/08/26 (16:13:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/26 (16:59:32) | ===> btop++ v.1.3.2
2024/08/26 (16:59:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/27 (09:03:54) | ===> btop++ v.1.3.2
2024/08/27 (09:03:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/27 (09:04:12) | ===> btop++ v.1.3.2
2024/08/27 (09:04:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/27 (09:10:03) | ===> btop++ v.1.3.2
2024/08/27 (09:10:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/27 (15:25:47) | ===> btop++ v.1.3.2
2024/08/27 (15:25:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/27 (15:52:02) | ===> btop++ v.1.3.2
2024/08/27 (15:52:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/27 (17:01:42) | ===> btop++ v.1.3.2
2024/08/27 (17:01:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/28 (08:10:13) | ===> btop++ v.1.3.2
2024/08/28 (08:10:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/28 (08:37:51) | ===> btop++ v.1.3.2
2024/08/28 (08:37:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/28 (21:52:54) | ===> btop++ v.1.3.2
2024/08/28 (21:52:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/29 (07:46:20) | ===> btop++ v.1.3.2
2024/08/29 (07:46:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/29 (10:13:26) | ===> btop++ v.1.3.2
2024/08/29 (10:13:26) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/29 (17:17:16) | ===> btop++ v.1.3.2
2024/08/29 (17:17:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/29 (20:13:38) | ===> btop++ v.1.3.2
2024/08/29 (20:13:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/29 (21:07:24) | ===> btop++ v.1.3.2
2024/08/29 (21:07:24) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/31 (09:31:17) | ===> btop++ v.1.3.2
2024/08/31 (09:31:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/01 (10:48:12) | ===> btop++ v.1.3.2
2024/09/01 (10:48:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/01 (10:50:15) | ===> btop++ v.1.3.2
2024/09/01 (10:50:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/01 (15:20:56) | ===> btop++ v.1.3.2
2024/09/01 (15:20:56) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/03 (08:02:43) | ===> btop++ v.1.3.2
2024/09/03 (08:02:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/06 (15:04:45) | ===> btop++ v.1.3.2
2024/09/06 (15:04:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/06 (15:17:57) | ===> btop++ v.1.3.2
2024/09/06 (15:17:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/06 (15:21:56) | ===> btop++ v.1.3.2
2024/09/06 (15:21:56) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/06 (15:48:48) | ===> btop++ v.1.3.2
2024/09/06 (15:48:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/06 (16:29:58) | ===> btop++ v.1.3.2
2024/09/06 (16:29:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/10 (08:15:04) | ===> btop++ v.1.3.2
2024/09/10 (08:15:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/10 (08:29:17) | ===> btop++ v.1.3.2
2024/09/10 (08:29:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/12 (07:18:36) | ===> btop++ v.1.3.2
2024/09/12 (07:18:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/12 (07:48:01) | ===> btop++ v.1.3.2
2024/09/12 (07:48:01) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/12 (08:26:53) | ===> btop++ v.1.3.2
2024/09/12 (08:26:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/12 (08:27:17) | ===> btop++ v.1.3.2
2024/09/12 (08:27:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/12 (08:35:17) | ===> btop++ v.1.3.2
2024/09/12 (08:35:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/12 (16:36:39) | ===> btop++ v.1.3.2
2024/09/12 (16:36:39) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/13 (10:24:29) | ===> btop++ v.1.3.2
2024/09/13 (10:24:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/13 (10:25:10) | ===> btop++ v.1.3.2
2024/09/13 (10:25:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/13 (12:40:59) | ===> btop++ v.1.3.2
2024/09/13 (12:40:59) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/13 (12:41:30) | ===> btop++ v.1.3.2
2024/09/13 (12:41:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/13 (12:41:56) | ===> btop++ v.1.3.2
2024/09/13 (12:41:56) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/13 (13:01:43) | ===> btop++ v.1.3.2
2024/09/13 (13:01:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/14 (08:58:58) | ===> btop++ v.1.3.2
2024/09/14 (08:58:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/14 (10:00:35) | ===> btop++ v.1.3.2
2024/09/14 (10:00:35) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/14 (10:44:09) | ===> btop++ v.1.3.2
2024/09/14 (10:44:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/14 (20:48:50) | ===> btop++ v.1.3.2
2024/09/14 (20:48:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/14 (21:20:44) | ===> btop++ v.1.3.2
2024/09/14 (21:20:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/14 (22:23:02) | ===> btop++ v.1.3.2
2024/09/14 (22:23:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/15 (20:08:38) | ===> btop++ v.1.3.2
2024/09/15 (20:08:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/15 (20:08:54) | ===> btop++ v.1.3.2
2024/09/15 (20:08:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/15 (20:09:27) | ===> btop++ v.1.3.2
2024/09/15 (20:09:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/15 (20:10:32) | ===> btop++ v.1.3.2
